	0
TNK2	0.7387375951126356
CDK4	-2.057017752019807
TXNDC9	-1.66109671596475
RNF41	-2.000708908470603
ALG3	-2.3933849541313084
PRMT3	0.25349258746554815
PSME3	-3.7854393302022675
MPHOSPH9	0.11931091952180087
MPHOSPH10	-7.445258879307559
ADAM10	-1.506379087130964
CDK5	1.8165205042302992
MPHOSPH6	-0.8645956384406186
NME6	0.4969189252698198
DHRS2	-3.612514766899677
CALCRL	6.134829692478778
NUTF2	0.5202819098814115
MPZL2	3.8245221584133917
TRIM13	4.333207135199602
PATJ	1.6259476845330083
USPL1	0.08428535824404215
EIF1	-1.4650014506831155
CDK6	1.556020836116487
TOPORS	-1.1045446254225126
FLOT1	2.1178897209866157
DDX39A	-4.130095528852338
PSMD14	0.8294471512526406
SSX3	2.5600474992632543
OLIG2	0.6772306809311668
PRG4	3.311818841711962
CTDSPL	3.2113752663749575
ANGPTL7	0.07588862926918379
KLRG1	3.790405564626249
CDK7	-8.05380571477552
GDF11	3.1922056296753083
TRIB1	3.8021051363327087
GPA33	4.417916546212722
ZNF443	-3.3789483166797782
CD96	3.319388767148986
PLIN3	-2.4098096576195083
MFSD10	-1.1674094171853795
STX6	-0.41981600055581136
COQ7	4.550783716056718
NBR2	1.3820250903158897
RCAN2	3.92852663646149
MSLN	1.4529383586050997
LRRC23	2.161357458523632
LRRC17	2.0916550121163096
RASGRP2	3.739801805596359
HNRNPR	-2.166336323784051
SLC35B1	-1.9122185785149126
DCAF7	-0.6682169084357211
AP3S2	2.2312181452519186
CDK8	0.5019467640886361
MRPS31	-5.017620009870083
CALCOCO2	1.5298773529901757
KCNMB2	3.8015873100661777
GPHN	0.9409372610368016
RABEPK	2.1890405869441185
TIMM17B	0.563775162694731
SLC17A2	3.6319939344520105
RIDA	4.363698353483586
POP7	-2.9215589730270652
GLYAT	2.777282068110631
CDK9	0.3302394739211479
SRRM1	-0.34099014656778903
SPRY1	2.480411430903703
SPRY2	-1.019032790178823
STAM2	3.963427974393124
HCG9	3.0465928956532733
CNKSR1	3.334839464079262
ABCC4	2.1043475466346364
CDKN1A	-5.14758466334408
DENND4A	1.5719998603747658
IGSF6	4.990037019933773
SF3B4	-5.276930523623545
CDK2AP2	-2.426386771246774
IRX5	-3.247722259903019
RAMP2	6.320668213311926
RAMP1	2.224244255112433
RAMP3	3.0354585393751714
ZMPSTE24	-0.8751155718759186
CDKN1B	-5.863769398629439
AKAP8	-1.793366569945463
FSTL3	-3.5824463531817488
STUB1	0.026087286098144744
STAG1	0.7395532306630571
NET1	-9.542443963860801
UBE4B	1.2878723274178732
EFS	2.405784066087198
PRSS16	3.6118452063791997
CDKN1C	-1.2678330168810292
SIGMAR1	1.7938091665971807
DSCR4	3.6486288868191536
BET1	1.3553143469863884
SAP18	3.0636537365822316
SMNDC1	-0.7269743087687264
BCAS2	-3.683372614285903
RGS19	1.5411378692929518
LILRB2	3.4536708782538867
EIF1B	-2.200544303476051
CDKN2A	0.09750367403996493
SPEG	2.229834304087741
SF3A1	-2.7199502475242268
TRAIP	1.1929824673484914
DNAJA2	-0.5638284819451249
BCKDK	-1.5379593250937764
MAEA	-1.501844408923241
APC2	0.04810141593500658
PAK4	-5.50481902180077
MARCH6	1.2077713155745469
ADAR	-2.773297666323215
CDKN2B	0.29725514898806155
KATNB1	2.726156324087498
DLEU1	1.156097039869422
SNAPC5	-1.1883399000043138
APBB3	1.478701251092503
ZNF267	-3.7809878935525227
CCNO	-1.184307810543621
CDKN2C	-0.07528063883426886
VPS26C	3.4052936928087956
TCIRG1	3.6946603182472915
RTN3	-1.737828011955104
LANCL1	1.349947396685245
NMUR1	3.194067655588191
B3GALT5	2.6362930406221463
TNIP1	-3.9718479030026277
LAMC3	0.3975878925597484
CDKN2D	-0.20814449114880518
IKZF1	7.291823815296581
CRISP3	0.5851800068315004
SMYD5	-0.7523281606684855
KLHL41	1.5092240143267859
RRAGB	2.863762776419613
SIRPB1	3.4157562955555574
AKR1A1	0.6117167323124815
EMC8	-3.0436059563719335
RXYLT1	-0.4106637334243603
CDKN3	-3.94696915207017
CNPY2	-2.02763556079075
B3GNT3	2.425660186644457
CLEC4M	2.540538388286367
TLR6	2.5715825097980893
PCGF3	0.5930977077856674
TFG	-2.3931976900656764
PKDREJ	3.825798478489356
TRDN	1.6227619257096335
TRIM22	1.446850933895735
ABCA7	1.4210212041446975
ABCA8	-0.2298043732502543
WARS2	-1.1321473430853723
CDO1	1.8044937672113577
NPM3	-3.0489451350277985
HMG20B	-5.636172535418789
HMG20A	-1.17475633091706
KLF2	0.24316382247794965
MICU1	0.8567265112118152
CACNG3	2.3656099866934297
CACNG2	4.522931494932002
CITED2	1.6865021793468271
SEMA3A	7.968818230329256
TUBA1B	-2.371446197872969
IRF9	0.4897207452532102
CDR1	2.8617922724968894
BPNT1	3.307102435022536
TUBB3	-4.005365434437303
TUBB4A	1.3060355038530262
TUBB4B	-2.511803777783008
BTN3A3	2.4874783532730147
BTN2A2	6.14774600321224
SYCP2	-0.4956521707365129
SCML2	0.4478529299598218
CDR2	-1.9162965792154578
CEPT1	-2.302601628152056
CORO2B	-3.781841819328538
MYL12B	-1.0314354326699582
NOD1	1.562986388489149
ANAPC10	-0.3223940547043003
PRG3	5.147271382384706
DLC1	-0.2588345925966293
ATP8A1	-0.3902874951709009
NDRG1	2.0814243233850145
MYL9	5.14885353712333
RACK1	-1.6766697405492887
ADARB1	0.32763724777050357
CDS1	0.4133644613401547
PEMT	-2.228804174358665
PIAS3	-5.36236027126191
ST3GAL6	1.9252111882017182
NDC80	-0.9431872437828465
CPQ	4.380545487125905
WFDC2	-1.3940931227703894
SPAG11B	2.471037984653297
MYCNOS	1.506708096296965
BASP1	-5.0420995276246465
CDSN	-0.43571585535516233
IFITM3	3.676256193934066
RAPGEF3	2.016413000421573
NSA2	-3.110958375454936
YAP1	3.6005045476726836
SPON2	2.542842353044826
SPON1	1.9229753938063912
PRMT5	-4.023222807975996
TESK2	3.3409569624706474
CD2BP2	-1.6931794641438547
UBAC1	2.9854924427565503
CDIPT	0.7868361106800857
PGRMC2	0.08989718298191664
ARIH2	3.13594168367977
TUBGCP3	-1.1626844781340553
SEC24B	-3.892627199145225
CFDP1	-0.8794251820827752
CD52	4.732826781463681
TMEM147	-1.578870729693001
RBM14	-5.589520329970552
LYPLA1	-1.3550305761780757
CDC42EP2	-0.7610445370293931
IFI30	-1.9187218770976646
C1D	-2.4785127780680662
OLFM1	0.239341152821857
CDX1	3.9491056019260427
TIMM17A	-2.6149137545101313
N4BP2L2	-3.04117587300168
ZER1	2.303694684595319
MCRS1	-0.7815294306852474
LRRN2	4.4678640847166635
FAM3C	1.6196756397467154
ACAA2	1.9530765018630212
CDX2	2.869485460535499
PPIE	-1.9289062438751319
VAV3	1.133922465234299
TOMM40	-0.19044342456207874
TAB1	2.7282092638038886
ECI2	-2.3622373963133394
HAX1	0.7930920846225024
GPNMB	5.174830849184432
BAIAP2	0.5037376100273067
CDX4	2.242715296273358
TACC3	-4.591022297773995
MERTK	3.8266729773181045
CLEC10A	6.5577113384844505
SLC30A9	0.7006612660223741
PIBF1	1.3974791712307921
PPIH	-2.335936231626393
COG5	2.1154911256327575
ZNHIT1	1.664414269209832
FST	4.298689878611727
TIMM44	2.056202681939669
CLGN	1.1928834382183426
PFDN6	0.8768090350160465
ZBTB18	2.2866446374503044
HMGN4	3.2494490900794233
TADA3	0.3349833587507249
TRIM38	-2.53456517183684
ATP5PD	-0.02622289023242062
UBE2E3	2.6314942037781037
SLC25A17	-0.3396238030574917
SLC9A6	1.8911167631971966
CEACAM5	1.4223058065449392
EIF3M	0.4757849695139044
HOXB13	2.155026936136252
NXF1	-2.7309202359628304
SEC23B	-0.8207181974101916
SEC23A	-0.48049278276140706
C1orf61	2.880772982131371
CAP2	1.7644193491066547
CAP1	-0.3547025632085431
CREB3	2.934336426308017
LRRC41	1.3400715522303017
VTI1B	0.6277005228200908
CRTAP	0.5230306857416418
SYNCRIP	-2.426129762817674
VAT1	-0.7770465205075863
STK25	2.859969331642593
ENOX2	2.2837949466322764
UNC13B	3.8833968826334604
CARM1	-3.7964013119973585
NCOA2	-0.06570586771292004
ADARB2	1.4508945947444811
CEBPA	-9.671417872042712
SEMA6C	1.5325808313213969
SEMA6B	0.9421117220471033
SEMA4F	1.7216302863743893
SEMA4D	-3.53930475683391
CEBPB	-8.6439464175339
SEMA3C	0.7865174178957768
APPBP2	-3.138647667068538
MYBBP1A	0.7628724718993403
FBLN5	0.9670534553888198
CIB2	6.006054923979767
CIB1	0.4152292679920922
CEBPD	4.865109129109727
ZNF211	1.7644384826202364
DDX17	-2.3040780008046875
DEAF1	-2.7457335433811183
CHERP	-9.985570989089828
KAT5	-1.6902299301497514
HYOU1	4.241026492614571
IPO8	2.9914238758340743
IPO7	-2.509196311238883
NOP56	-4.366651061114483
NEBL	3.0213657842855177
CEBPE	2.3253778077448053
PITRM1	-4.379312295785337
ATG7	1.685649803838697
SSSCA1	-4.893658564833834
RNASEH2A	-3.20113787192739
P3H3	0.7399347261955455
BATF	-4.959318295870473
GLRX3	-0.7221637252780827
CEBPG	1.0117245905432737
DCTN2	0.5531466324361385
ANP32B	-2.686765371424264
LAMTOR5	1.8163770285589529
PROCR	1.2160480745899878
PRDX4	-1.4181082244758572
ARL6IP5	-3.4433018269913256
AGR2	-3.384685342632582
ARPC1A	0.5764319219147823
HTATIP2	-1.5587187666468147
AGPAT1	5.787470570109518
AGPAT2	1.1864367151721926
RPP30	-3.856250921833947
RPP38	-9.617554462437981
SPTLC1	-2.82386264730739
SLC35A1	-0.03307126890994671
SLC19A2	-5.639508496127883
IFI44	1.194742986169984
OLFM4	6.279829522076563
CXCL13	-0.4548145050028801
ARFGEF2	-1.0756123245431448
ARFGEF1	1.5370490429595507
AKAP3	2.6599349630170512
RABAC1	-2.0861403536304715
SLC34A2	1.7761519557677443
CELP	3.6637277381038214
DPYSL4	2.5379499513524117
SIVA1	0.001028878425627621
MRPL28	0.6329923639847869
CCT7	-2.1047175725366265
CCT4	-7.0526627389351795
CCT2	0.5029856390097908
NPC2	-1.1237935761448208
GNLY	2.131948191111537
TACC2	-0.4078484169104784
CENPA	-2.9370313544350295
SORBS1	0.821334232830216
IFITM2	0.16005687262009388
COLEC10	3.7484890955889343
POMT1	-0.022234205275471115
MAB21L2	1.6523484421220778
TXNRD2	1.5739541855546113
MTHFS	-0.031151077121384492
DRAP1	3.2198706799191843
CENPB	-1.6867053764813045
SCGN	3.518852880155207
DNPH1	2.4755160113936476
SMC2	0.2916599661268294
PRPF8	0.4559614644622854
ERN2	1.4093599085262944
AHSA1	-3.2261609755633094
SLCO1B1	2.5252854770023454
CENPC	-0.05641183090093432
USP16	2.495744118194604
CDC42EP3	0.6347293047658354
SH2B2	-0.0663465948032669
PAIP1	-0.44312235836782254
PAICS	0.3616785617907447
TBL3	-0.1043005899009891
MXD4	-1.0898407817443638
P3H4	-0.7528452429978022
ST6GALNAC2	-2.1428028622217457
PDLIM5	0.8132251124342089
TRIM3	1.447576934120631
ERLIN1	-2.859787421480601
HEXIM1	-3.0347742139286837
SPAG5	-1.3885554764604033
RBCK1	0.4529915393289903
STAMBP	-0.6854768300805809
TGOLN2	1.0089947715099574
CENPE	-0.3456491208920494
ARID3B	1.8475028074774413
POLR3F	0.08239215790793986
POLR3G	-3.6495320752291356
POLR3C	0.06808896878363223
IVNS1ABP	0.03347801319825992
TRIM16	-3.12188742338281
MYL12A	0.5182685794990011
TXNIP	0.7988295186960772
TAF6L	3.440304339843546
CENPF	-2.378945554582465
PDPN	2.825961674940494
POSTN	4.2381568364295
ATP5MG	-1.9562720621981857
RASL10A	1.9498964487879786
GAS2L1	-0.5782532808872991
RAD51AP1	4.841643605396851
RGS14	4.670814645109413
LEFTY1	4.571602089427487
EXOC5	4.467261511696646
NPRL2	4.154919175021527
IGF2BP3	0.7126161515341478
IGF2BP2	2.8976089743824645
CAMKK2	-2.5965135306344287
SCGB1D2	0.5788301065504684
SCGB1D1	4.456912091460833
PRELID3A	1.1680507365419723
MTX2	1.8568319421232236
YKT6	0.8006320848481663
SPINT2	-0.5993613674108837
PMVK	-0.42198358952321013
KHDRBS3	1.6976922111570643
KHDRBS1	-4.222481757276303
CELF1	1.0130085127605113
CELF2	0.8545898596742434
CES1	2.103518661117073
LBX1	1.809849455318967
KLF1	1.5086848017055843
CXCR6	3.6926591622239853
CTCF	-2.7311991278015513
TSBP1	3.710154716109897
CD226	1.444883293601373
FARS2	-4.028764622536042
CGRRF1	-7.121126614938568
CGREF1	-2.7580266398426527
RRAGA	-1.67759615959993
DCTN6	-2.300261464802774
GNA13	3.775974978513805
CSPG5	1.763040970727274
AVIL	1.6399285933104606
B3GNT2	-0.4565310814271682
CETN1	6.072827540770626
GNB5	2.691808004268864
EBP	-0.8792452971515246
DLL3	2.4948448137852943
CLDN16	3.639289432875682
PNMA2	3.9855659453357486
CETN2	3.126858579110724
FUT9	2.079795261019014
GMEB1	-1.4916478502339072
RRH	3.8970248877863973
CCT6B	2.2689177548352664
CCT8	-0.7375309705211122
CNPY3	3.9470019857156653
CORIN	3.7439970358301897
ADCY1	-0.4787494081365761
CETN3	2.0427427811045575
CETP	1.8428559132588371
FAM189B	-0.6914448232647049
USP39	2.1148417124419567
POLD3	-0.20273320295984093
TBR1	1.852727474997645
CFL1	-2.502285147256847
POLQ	-0.49686419864660736
SLC12A7	2.8783583269567092
OGA	1.2648530414253858
NFAT5	-1.9173022525197079
NUDC	2.0873046674292577
PTGES3	-0.1429740701858396
YME1L1	-1.1505677533633742
TCFL5	0.10188338867582504
PLK4	-0.750317472263009
STAG3	0.8143501204443205
STAG2	-1.5738274159948942
SIX2	-2.699171237111092
RFPL3	5.860509571500466
RFPL2	3.840923270098292
RFPL1S	1.2091470383232141
RBBP9	3.547540923154653
RAI2	1.6829137609779699
RAI1	2.510342734932519
PTTG2	2.7357932076129785
PHTF1	2.002753556671629
MAP3K2	2.054653567873558
MASP2	2.2363696190470903
KIF1C	-0.4062842593273569
CTSC	0.911419257354984
GRAP	3.9216256517405435
CHL1	-2.4118812706203174
CAPN9	0.4105746168698713
GIPC1	-5.343500797975358
TRAF3IP2	-1.366442418152291
PLAC1	3.518442386930723
NUP50	-0.6471224504492773
NES	0.8468804799359606
KDM5B	-5.832414229485192
TOB2	-4.7808413684499085
HBS1L	1.1006054163760124
AHCYL1	0.43333162205869796
PLK2	-4.227418292941946
ZMYND11	0.4051871480588034
SRSF10	0.6960419007691668
ZBTB6	1.131684063196716
POP4	-6.8153160850705286
ARPP19	-0.6703969262207091
ARPP21	2.9829796008109595
ZNF271P	3.814836147395874
ZNF234	3.3521661115674255
ZNF266	1.266284239707024
ZNF274	2.3783342280352437
WDR4	0.41985491423675986
SLC17A3	2.395977000669313
NCKAP1	3.532422653024413
IQGAP2	-1.6540063466083017
VAMP5	4.133171049742548
ZNF273	2.7948110042899947
ZNF460	2.014395640919003
ZNF268	2.683783084719072
MTHFD2	-1.0905870878903188
OR5I1	3.0363397793920273
RPP40	-2.027106697449936
ADCY2	3.1258059598472
CFTR	2.31424453636201
CYSLTR1	3.317081126632341
SEPT9	-1.6980557737954924
SEC24A	-6.36238490636052
CCR9	3.1663764138980386
ENTR1	0.025366644754084577
HSPH1	-1.1626729668010687
CGA	-0.4826307502956347
WASF3	2.8494135297650156
UTP14A	0.10281834820897225
CPLX2	3.625443663135264
SPINT3	4.130153572502259
FRS3	2.202036688487157
FRS2	2.9354137844013706
OR7E14P	2.083206465673763
NEU3	3.241034381611564
FAXDC2	2.758864782600737
FAM114A2	4.625661124152512
CEACAM3	4.288432270453552
ALDH1L1	2.8019980717375157
FTCD	3.3738843246229813
PPP1R17	4.147921035739
TUBGCP2	0.8802191921803589
CLPX	-3.0433343183575596
PDE10A	1.6194279679927803
SRCAP	2.7867416704127135
PPP1R13L	-1.6911795696285705
CCL27	1.8973548777973288
HPSE	4.511480998274323
RUVBL2	-1.491130791252386
PGRMC1	3.9506019392300504
CYP46A1	2.0147544574603757
LILRB1	0.9741705551607368
SLC26A1	1.0583558139413887
ADAM28	1.1394824072983574
SLC22A7	4.033457270050498
ARID5A	-0.0137176053740757
HCP5	1.2927094224630522
TSPAN9	0.850278506799394
USP20	0.11860421657894107
USP19	1.4697277754259224
CEACAM7	5.906213733249032
CD300C	2.9074863573250957
ME3	-0.8232741382733629
NMU	4.423570074507219
FGL2	3.6967085612153667
EDDM3A	3.7855464864674055
CFHR4	2.6465578757095742
SMR3B	-0.5225923307353643
CEACAM8	3.107850254448605
ACTL7B	2.9233879353693997
ACTL7A	2.356141918697491
C1QL1	2.6836549510070538
MRPS30	-5.23828825970489
WDR3	-3.320817291542188
CEACAM4	4.191468291748188
PPARGC1A	1.9456463733724967
MALT1	1.5834795748872477
MMP24	4.0354658942692705
LYVE1	3.3509467307315033
PPBPP2	2.8842311463302597
OCLM	4.752853526071227
YIF1A	-2.2156051805440726
CPSF4	1.0226309329417993
JTB	-2.5823290334271074
ADCY3	-0.8886245809625034
RUNDC3A	2.844469794215725
BRD8	-5.057216680791178
MTMR11	3.9133242444558447
BLCAP	-9.176822839942973
MAN1A2	1.2691348130487752
TRAFD1	-2.249174871851294
TXNL4A	0.8882939305108192
PNPLA6	0.3403590608903754
UTS2	2.9872476444409384
GADD45G	-0.9539104476877777
EDAR	2.4418825377134215
PAPOLA	1.6906562409391723
TCERG1	-3.4059505809218114
MAGED2	-2.7831684626338755
BTNL3	2.0936275531033868
EHMT2	1.3686647571375368
COPS8	1.831736843919141
RNPS1	-2.1019144372519882
FASTK	1.0818765773765522
SUB1	-0.5088424108688357
SMPDL3A	-0.21445003603565355
DBF4	-6.377299168217227
SPIN1	0.2981616773262891
RALBP1	0.38005162849886026
APOBEC2	1.8051159921144944
MORF4L1	-1.6138433947741206
PRDX3	1.2972752777682035
GPR75	3.9921052901041167
EHD1	-5.27302396113611
AFG3L2	-4.271694093160149
POP1	1.4984793084116825
PRSS21	1.12312369370769
MSL3	-0.08082865447898754
C11orf58	-0.4580519062882618
KDELR1	-0.8176754637749043
SF3A3	0.8263361846859277
AP3M2	4.7403250500993
STARD3	-0.9816057645456823
HNRNPA0	-1.532168930884836
BTG3	6.193497771475817
CBX1	0.2402147542559075
SEC61B	-1.7393013180553314
TOMM34	3.9567670926616216
PDIA5	-1.068455448145193
SERINC3	-0.08634624077083851
OS9	3.436849162512709
PNRC1	0.01363980651558192
TMED2	-0.055876225063181066
LMAN2	1.9194820071435343
ERP29	-0.5194706280421413
MLLT11	-0.3150929365158246
STIP1	-0.6183107654740055
IFI44L	-0.4987525382884007
RAB40B	0.8007280272030999
EBNA1BP2	1.381328072017169
CKAP4	-3.518916155249358
YWHAQ	2.043581099595024
TMED10	-0.3998890907023053
ASCC3	-0.5992564873045754
ADIRF	2.0728570180938513
UQCR11	2.6289356730455835
CLP1	-0.7486926264044306
FERMT2	-0.9317640561820116
COPS6	3.473340791214159
RAB32	3.2204780584296566
MAPRE2	2.4658596850134153
CCNI	-1.7668059985950333
GCN1	0.5704688979299208
COPS5	1.1235752600982598
METAP2	-0.5358215213767875
IMMT	2.5294850237716897
LILRB5	4.703022133816379
SF3B2	-1.6697239871869616
SDS	6.273719206379169
ILVBL	-1.4659396352962724
SLC27A5	-2.1196730093052065
SLC27A3	3.373119542272948
SLC27A2	-2.588446957796687
KIF2C	-4.761036491750449
SPINK5	0.9976859884778275
LILRB4	3.097746757670571
CCDC85B	-0.14797447950243833
IL24	1.3200143436284828
CHAD	2.1519745885843773
GLIPR1	3.5575470980123147
TLK2	-3.8968166358107745
KLK11	-0.2594575702849284
TMSB15A	4.397396380289712
KDELR2	0.6083334438193932
KDELR3	-1.6227007999859027
ATF7	4.887055370048812
SNRNP27	-0.04831797583115911
TMED1	-1.41249295153599
LIAS	1.2337138520791868
RCBTB2	6.737296462210276
IFT27	1.3443243136054666
RAB35	0.9237202172165223
TDRKH	3.2734691165182994
LILRA1	2.768981567960032
LILRB3	1.1331152501641961
LILRA3	0.8971808367641505
LILRA2	0.43417104977274246
CHAT	4.083823159878102
RBPMS	1.4714596584596675
RAB31	1.2700062757219437
ADAP1	3.2461176747638136
DSTN	0.5593464128121681
STON1	4.438546850527989
RCC1	-0.5737158672900095
PIM2	-0.529146097071409
B4GAT1	-9.358334507422654
MID2	5.502272077016248
TENT4A	2.1243979752093423
UPK1A	0.9029585456830396
SLC35D2	-0.4784525613005051
ADRM1	-0.33210083522118716
CHD1	-3.295279966447223
NUDT21	5.868863469248065
CPSF6	-2.9458930465789823
OGFR	-0.3836211816940133
ZPBP	3.752521954075679
DDX52	-1.9565864101613095
ABHD2	-1.2537896851744
WWP1	1.1888647704709707
CHD2	3.8485090392507573
WWP2	1.093049590782261
CNMD	4.658006038809328
DUS4L	1.3034858083579395
SOX30	1.9334027666458005
CNTRL	1.9825331018604633
UBE2C	-3.9725713357389107
SNRNP35	-4.475751185877431
DEPP1	2.361201677897797
CYB561D2	0.43124045537176803
RAPGEF4	3.5565268939906503
CHD3	0.02152910407823206
TMEM115	-3.406307298813778
DUSP14	-3.379958322380561
TOPBP1	2.0082626660874183
TRIM31	3.4798935778182476
STMN2	1.0047484436221026
TPPP	2.7292704777734946
HSF2BP	4.12980332003181
TRIOBP	0.7564122947932206
RER1	2.31790206617361
CHD4	-1.3345046368372273
DNAJB4	3.8107928172565075
KERA	3.8365566449203556
ESM1	4.711005865110922
DIDO1	0.6604960947123771
ADAM30	2.7115544272282888
ADAM29	3.401531411541828
AKR1C4	1.0620624803231398
SPACA9	4.061455977707716
ADAMTS13	5.538247978133827
CACFD1	1.5938952883047754
ADAMTS8	2.3076850280407255
ADAMTS5	0.5728801517872023
NUPL2	1.230064128094238
PRSS23	-5.634367791662487
PTPN21	0.8193144355566752
HNRNPUL1	-2.9981183410714514
RPP14	-0.39781288938476134
KRR1	-2.8685325050007737
KATNA1	-1.3761433983064715
PRDM5	3.2015431794094007
PRDM4	-2.419315434477472
CHEK1	2.1847139232296926
CIT	-0.4670393395401806
FGFR1OP	1.4449373860953083
EMILIN1	2.4697747136519785
BTN3A2	-0.2504820131261433
